Episode,Season,Week Number,Judge,Week Name,Baker,Gender,Age,Signature Handshake,Technical Rank,Showstopper Handshake,Star Baker,Eliminated,Competed,Winner
"Series 7, Episode 8",7,8,Mary,Tudor,Tom,M,26,0,,0,0,0,0,0
"Series 7, Episode 8",7,8,Mary,Tudor,Val,F,66,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Andrew,M,25,0,2.0,0,1,0,1,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Benjamina,F,23,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Candice,F,31,0,3.0,0,0,0,1,1
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Jane,F,61,0,1.0,0,0,0,1,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Kate,F,37,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Michael,M,20,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Rav,M,28,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Selasi,M,30,0,4.0,0,0,1,1,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Tom,M,26,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Val,F,66,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Andrew,M,25,0,1.0,0,0,1,1,0
"Series 7, Episode 10",7,10,Mary,Final,Benjamina,F,23,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Candice,F,31,1,2.0,0,1,0,1,1
"Series 7, Episode 10",7,10,Mary,Final,Jane,F,61,1,3.0,0,0,1,1,0
"Series 7, Episode 10",7,10,Mary,Final,Kate,F,37,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Michael,M,20,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Rav,M,28,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Selasi,M,30,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Tom,M,26,0,,0,0,0,0,0
"Series 7, Episode 10",7,10,Mary,Final,Val,F,66,0,,0,0,0,0,0
"Series 8, Episode 1",8,1,Prue,Cake,Chris,M,50,0,12.0,0,0,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Flo,F,71,0,9.0,0,0,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,James,M,46,0,2.0,0,0,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Julia,F,21,0,3.0,0,0,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Kate,F,29,0,1.0,0,0,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Liam,M,19,0,8.0,0,0,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Peter,M,52,0,10.0,0,0,1,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Sophie,F,33,1,5.0,0,0,0,1,1
"Series 8, Episode 1",8,1,Prue,Cake,Stacey,F,42,0,11.0,0,0,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Steven,M,34,1,6.0,0,1,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Tom,M,29,0,7.0,0,0,0,1,0
"Series 8, Episode 1",8,1,Prue,Cake,Yan,F,46,0,4.0,0,0,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Chris,M,50,0,11.0,0,0,1,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Flo,F,71,0,10.0,0,0,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,James,M,46,0,3.0,0,0,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Julia,F,21,0,4.0,0,0,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Kate,F,29,0,8.0,0,0,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Liam,M,19,0,7.0,0,0,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Peter,M,52,0,,0,0,0,0,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Sophie,F,33,0,2.0,0,0,0,1,1
"Series 8, Episode 2",8,2,Prue,Biscuits,Stacey,F,42,0,9.0,0,0,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Steven,M,34,0,6.0,0,1,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Tom,M,29,0,5.0,0,0,0,1,0
"Series 8, Episode 2",8,2,Prue,Biscuits,Yan,F,46,0,1.0,0,0,0,1,0
"Series 8, Episode 3",8,3,Prue,Bread,Chris,M,50,0,,0,0,0,0,0
"Series 8, Episode 3",8,3,Prue,Bread,Flo,F,71,0,7.0,0,0,1,1,0
"Series 8, Episode 3",8,3,Prue,Bread,James,M,46,0,9.0,0,0,0,1,0
"Series 8, Episode 3",8,3,Prue,Bread,Julia,F,21,0,2.0,0,1,0,1,0
"Series 8, Episode 3",8,3,Prue,Bread,Kate,F,29,0,10.0,0,0,0,1,0
"Series 8, Episode 3",8,3,Prue,Bread,Liam,M,19,0,5.0,0,0,0,1,0
"Series 8, Episode 3",8,3,Prue,Bread,Peter,M,52,0,,0,0,0,0,0
"Series 8, Episode 3",8,3,Prue,Bread,Sophie,F,33,0,6.0,0,0,0,1,1
"Series 8, Episode 3",8,3,Prue,Bread,Stacey,F,42,0,1.0,0,0,0,1,0
"Series 8, Episode 3",8,3,Prue,Bread,Steven,M,34,0,3.0,0,0,0,1,0
"Series 8, Episode 3",8,3,Prue,Bread,Tom,M,29,0,4.0,0,0,0,1,0
"Series 8, Episode 3",8,3,Prue,Bread,Yan,F,46,0,8.0,0,0,0,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Chris,M,50,0,,0,0,0,0,0
"Series 8, Episode 4",8,4,Prue,Caramel,Flo,F,71,0,,0,0,0,0,0
"Series 8, Episode 4",8,4,Prue,Caramel,James,M,46,0,2.0,0,0,0,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Julia,F,21,0,9.0,0,0,0,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Kate,F,29,0,6.0,0,1,0,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Liam,M,19,1,3.0,0,0,0,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Peter,M,52,0,,0,0,0,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Sophie,F,33,0,4.0,0,0,0,0,1
"Series 8, Episode 4",8,4,Prue,Caramel,Stacey,F,42,0,1.0,0,0,0,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Steven,M,34,0,7.0,0,0,0,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Tom,M,29,0,5.0,0,0,1,1,0
"Series 8, Episode 4",8,4,Prue,Caramel,Yan,F,46,0,8.0,0,0,0,0,0
"Series 8, Episode 5",8,5,Prue,Pudding,Chris,M,50,0,,0,0,0,0,0
"Series 8, Episode 5",8,5,Prue,Pudding,Flo,F,71,0,,0,0,0,0,0
"Series 8, Episode 5",8,5,Prue,Pudding,James,M,46,0,7.0,0,0,1,1,0
"Series 8, Episode 5",8,5,Prue,Pudding,Julia,F,21,0,3.0,0,0,0,1,0
"Series 8, Episode 5",8,5,Prue,Pudding,Kate,F,29,0,8.0,0,0,0,1,0
"Series 8, Episode 5",8,5,Prue,Pudding,Liam,M,19,1,2.0,0,0,0,1,0
"Series 8, Episode 5",8,5,Prue,Pudding,Peter,M,52,0,,0,0,0,0,0
"Series 8, Episode 5",8,5,Prue,Pudding,Sophie,F,33,0,1.0,0,1,0,1,1
"Series 8, Episode 5",8,5,Prue,Pudding,Stacey,F,42,0,4.0,0,0,0,1,0
"Series 8, Episode 5",8,5,Prue,Pudding,Steven,M,34,1,5.0,0,0,0,1,0
"Series 8, Episode 5",8,5,Prue,Pudding,Tom,M,29,0,,0,0,0,0,0
"Series 8, Episode 5",8,5,Prue,Pudding,Yan,F,46,1,6.0,0,0,0,1,0
"Series 8, Episode 6",8,6,Prue,Pastry,Chris,M,50,0,,0,0,0,0,0
"Series 8, Episode 6",8,6,Prue,Pastry,Flo,F,71,0,,0,0,0,0,0
"Series 8, Episode 6",8,6,Prue,Pastry,James,M,46,0,,0,0,0,0,0
"Series 8, Episode 6",8,6,Prue,Pastry,Julia,F,21,0,7.0,0,0,1,1,0
"Series 8, Episode 6",8,6,Prue,Pastry,Kate,F,29,0,5.0,0,0,0,1,0
"Series 8, Episode 6",8,6,Prue,Pastry,Liam,M,19,0,4.0,0,1,0,1,0
"Series 8, Episode 6",8,6,Prue,Pastry,Peter,M,52,0,,0,0,0,0,0
"Series 8, Episode 6",8,6,Prue,Pastry,Sophie,F,33,0,2.0,0,0,0,1,1
"Series 8, Episode 6",8,6,Prue,Pastry,Stacey,F,42,0,6.0,0,0,0,1,0
"Series 8, Episode 6",8,6,Prue,Pastry,Steven,M,34,0,3.0,0,0,0,1,0
"Series 8, Episode 6",8,6,Prue,Pastry,Tom,M,29,0,,0,0,0,0,0
"Series 8, Episode 6",8,6,Prue,Pastry,Yan,F,46,0,1.0,0,0,0,1,0
"Series 8, Episode 7",8,7,Prue,Italian,Chris,M,50,0,,0,0,0,0,0
"Series 8, Episode 7",8,7,Prue,Italian,Flo,F,71,0,,0,0,0,0,0
"Series 8, Episode 7",8,7,Prue,Italian,James,M,46,0,,0,0,0,0,0
"Series 8, Episode 7",8,7,Prue,Italian,Julia,F,21,0,,0,0,0,0,0
"Series 8, Episode 7",8,7,Prue,Italian,Kate,F,29,0,6.0,0,0,0,1,0
"Series 8, Episode 7",8,7,Prue,Italian,Liam,M,19,0,2.0,0,0,0,1,0
"Series 8, Episode 7",8,7,Prue,Italian,Peter,M,52,0,,0,0,0,0,0
"Series 8, Episode 7",8,7,Prue,Italian,Sophie,F,33,0,3.0,0,0,0,1,1
"Series 8, Episode 7",8,7,Prue,Italian,Stacey,F,42,0,4.0,0,0,0,1,0
"Series 8, Episode 7",8,7,Prue,Italian,Steven,M,34,0,1.0,0,1,0,1,0
"Series 8, Episode 7",8,7,Prue,Italian,Tom,M,29,0,,0,0,0,0,0
"Series 8, Episode 7",8,7,Prue,Italian,Yan,F,46,0,5.0,0,0,1,1,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Chris,M,50,0,,0,0,0,0,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Flo,F,71,0,,0,0,0,0,0
"Series 8, Episode 8",8,8,Prue,Forgotten,James,M,46,0,,0,0,0,0,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Julia,F,21,0,,0,0,0,0,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Kate,F,29,0,2.0,0,0,0,1,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Liam,M,19,0,5.0,0,0,1,1,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Peter,M,52,0,,0,0,0,0,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Sophie,F,33,0,4.0,0,0,0,1,1
"Series 8, Episode 8",8,8,Prue,Forgotten,Stacey,F,42,1,3.0,0,1,0,1,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Steven,M,34,0,1.0,0,0,0,1,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Tom,M,29,0,,0,0,0,0,0
"Series 8, Episode 8",8,8,Prue,Forgotten,Yan,F,46,0,,0,0,0,0,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Chris,M,50,0,,0,0,0,0,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Flo,F,71,0,,0,0,0,0,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,James,M,46,0,,0,0,0,0,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Julia,F,21,0,,0,0,0,0,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Kate,F,29,0,4.0,0,0,0,1,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Liam,M,19,0,,0,0,0,0,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Peter,M,52,0,,0,0,0,0,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Sophie,F,33,0,1.0,0,1,0,1,1
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Stacey,F,42,0,2.0,0,0,1,1,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Steven,M,34,0,3.0,0,0,0,1,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Tom,M,29,0,,0,0,0,0,0
"Series 8, Episode 9",8,9,Prue,Pâtisserie,Yan,F,46,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,Chris,M,50,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,Flo,F,71,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,James,M,46,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,Julia,F,21,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,Kate,F,29,0,3.0,0,0,1,1,0
"Series 8, Episode 10",8,10,Prue,Final,Liam,M,19,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,Peter,M,52,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,Sophie,F,33,0,2.0,0,1,0,1,1
"Series 8, Episode 10",8,10,Prue,Final,Stacey,F,42,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,Steven,M,34,0,1.0,0,0,1,1,0
"Series 8, Episode 10",8,10,Prue,Final,Tom,M,29,0,,0,0,0,0,0
"Series 8, Episode 10",8,10,Prue,Final,Yan,F,46,0,,0,0,0,0,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Antony,M,30,0,12.0,0,0,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Briony,F,33,0,2.0,0,0,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Dan,M,36,0,4.0,0,0,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Imelda,F,33,0,11.0,0,0,1,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Jon,M,47,0,5.0,0,0,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Karen,F,60,0,6.0,0,0,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Kim-Joy,F,27,0,10.0,0,0,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Luke,M,30,0,8.0,0,0,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Manon,F,26,0,3.0,0,1,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Rahul,M,30,0,7.0,0,0,0,1,1
"Series 9, Episode 1",9,1,Prue,Biscuits,Ruby,F,29,0,1.0,0,0,0,1,0
"Series 9, Episode 1",9,1,Prue,Biscuits,Terry,M,46,0,9.0,0,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Antony,M,30,0,9.0,0,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Briony,F,33,0,5.0,0,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Dan,M,36,1,3.0,0,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 2",9,2,Prue,Cake,Jon,M,47,0,1.0,0,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Karen,F,60,0,11.0,0,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Kim-Joy,F,27,0,4.0,0,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Luke,M,30,0,7.0,0,0,1,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Manon,F,26,0,6.0,0,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Rahul,M,30,0,2.0,1,1,0,1,1
"Series 9, Episode 2",9,2,Prue,Cake,Ruby,F,29,0,10.0,1,0,0,1,0
"Series 9, Episode 2",9,2,Prue,Cake,Terry,M,46,0,8.0,0,0,0,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Antony,M,30,0,8.0,0,0,1,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Briony,F,33,0,9.0,0,0,0,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Dan,M,36,1,6.0,0,0,0,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 3",9,3,Prue,Bread,Jon,M,47,0,2.0,0,0,0,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Karen,F,60,0,5.0,0,0,0,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Kim-Joy,F,27,0,10.0,0,0,0,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Luke,M,30,0,,0,0,0,0,0
"Series 9, Episode 3",9,3,Prue,Bread,Manon,F,26,0,3.0,0,0,0,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Rahul,M,30,0,4.0,0,1,0,1,1
"Series 9, Episode 3",9,3,Prue,Bread,Ruby,F,29,0,7.0,0,0,0,1,0
"Series 9, Episode 3",9,3,Prue,Bread,Terry,M,46,0,1.0,0,0,0,1,0
"Series 9, Episode 4",9,4,Prue,Dessert,Antony,M,30,0,,0,0,0,0,0
"Series 9, Episode 4",9,4,Prue,Dessert,Briony,F,33,0,5.0,0,0,0,1,0
"Series 9, Episode 4",9,4,Prue,Dessert,Dan,M,36,1,1.0,0,1,0,1,0
"Series 9, Episode 4",9,4,Prue,Dessert,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 4",9,4,Prue,Dessert,Jon,M,47,1,3.0,0,0,0,1,0
"Series 9, Episode 4",9,4,Prue,Dessert,Karen,F,60,0,7.0,0,0,0,1,0
"Series 9, Episode 4",9,4,Prue,Dessert,Kim-Joy,F,27,0,6.0,0,0,0,1,0
"Series 9, Episode 4",9,4,Prue,Dessert,Luke,M,30,0,,0,0,0,0,0
"Series 9, Episode 4",9,4,Prue,Dessert,Manon,F,26,0,8.0,0,0,0,1,0
"Series 9, Episode 4",9,4,Prue,Dessert,Rahul,M,30,0,4.0,0,0,0,1,1
"Series 9, Episode 4",9,4,Prue,Dessert,Ruby,F,29,0,2.0,0,0,0,1,0
"Series 9, Episode 4",9,4,Prue,Dessert,Terry,M,46,0,,0,0,0,0,0
"Series 9, Episode 5",9,5,Prue,Spice,Antony,M,30,0,,0,0,0,0,0
"Series 9, Episode 5",9,5,Prue,Spice,Briony,F,33,0,6.0,0,0,0,1,0
"Series 9, Episode 5",9,5,Prue,Spice,Dan,M,36,0,2.0,0,0,0,1,0
"Series 9, Episode 5",9,5,Prue,Spice,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 5",9,5,Prue,Spice,Jon,M,47,0,7.0,0,0,0,1,0
"Series 9, Episode 5",9,5,Prue,Spice,Karen,F,60,0,9.0,0,0,1,1,0
"Series 9, Episode 5",9,5,Prue,Spice,Kim-Joy,F,27,1,4.0,0,1,0,1,0
"Series 9, Episode 5",9,5,Prue,Spice,Luke,M,30,0,,0,0,0,0,0
"Series 9, Episode 5",9,5,Prue,Spice,Manon,F,26,1,5.0,0,0,0,1,0
"Series 9, Episode 5",9,5,Prue,Spice,Rahul,M,30,1,3.0,0,0,0,1,1
"Series 9, Episode 5",9,5,Prue,Spice,Ruby,F,29,0,1.0,0,0,0,1,0
"Series 9, Episode 5",9,5,Prue,Spice,Terry,M,46,0,8.0,0,0,1,1,0
"Series 9, Episode 6",9,6,Prue,Pastry,Antony,M,30,0,,0,0,0,0,0
"Series 9, Episode 6",9,6,Prue,Pastry,Briony,F,33,0,1.0,0,1,0,1,0
"Series 9, Episode 6",9,6,Prue,Pastry,Dan,M,36,0,6.0,0,0,1,1,0
"Series 9, Episode 6",9,6,Prue,Pastry,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 6",9,6,Prue,Pastry,Jon,M,47,0,2.0,0,0,0,1,0
"Series 9, Episode 6",9,6,Prue,Pastry,Karen,F,60,0,,0,0,0,0,0
"Series 9, Episode 6",9,6,Prue,Pastry,Kim-Joy,F,27,0,5.0,0,0,0,1,0
"Series 9, Episode 6",9,6,Prue,Pastry,Luke,M,30,0,,0,0,0,0,0
"Series 9, Episode 6",9,6,Prue,Pastry,Manon,F,26,0,4.0,0,0,0,1,0
"Series 9, Episode 6",9,6,Prue,Pastry,Rahul,M,30,1,3.0,0,0,0,1,1
"Series 9, Episode 6",9,6,Prue,Pastry,Ruby,F,29,1,7.0,0,0,0,1,0
"Series 9, Episode 6",9,6,Prue,Pastry,Terry,M,46,0,,0,0,0,0,0
"Series 9, Episode 7",9,7,Prue,Vegan,Antony,M,30,0,,0,0,0,0,0
"Series 9, Episode 7",9,7,Prue,Vegan,Briony,F,33,0,5.0,0,0,0,1,0
"Series 9, Episode 7",9,7,Prue,Vegan,Dan,M,36,0,,0,0,0,0,0
"Series 9, Episode 7",9,7,Prue,Vegan,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 7",9,7,Prue,Vegan,Jon,M,47,0,4.0,0,0,1,1,0
"Series 9, Episode 7",9,7,Prue,Vegan,Karen,F,60,0,,0,0,0,0,0
"Series 9, Episode 7",9,7,Prue,Vegan,Kim-Joy,F,27,1,6.0,0,1,0,1,0
"Series 9, Episode 7",9,7,Prue,Vegan,Luke,M,30,0,,0,0,0,0,0
"Series 9, Episode 7",9,7,Prue,Vegan,Manon,F,26,0,2.0,0,0,0,1,0
"Series 9, Episode 7",9,7,Prue,Vegan,Rahul,M,30,0,1.0,0,0,0,1,1
"Series 9, Episode 7",9,7,Prue,Vegan,Ruby,F,29,0,3.0,0,0,0,1,0
"Series 9, Episode 7",9,7,Prue,Vegan,Terry,M,46,0,,0,0,0,0,0
"Series 9, Episode 8",9,8,Prue,Danish,Antony,M,30,0,,0,0,0,0,0
"Series 9, Episode 8",9,8,Prue,Danish,Briony,F,33,0,1.0,0,0,0,1,0
"Series 9, Episode 8",9,8,Prue,Danish,Dan,M,36,0,,0,0,0,0,0
"Series 9, Episode 8",9,8,Prue,Danish,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 8",9,8,Prue,Danish,Jon,M,47,0,,0,0,0,0,0
"Series 9, Episode 8",9,8,Prue,Danish,Karen,F,60,0,,0,0,0,0,0
"Series 9, Episode 8",9,8,Prue,Danish,Kim-Joy,F,27,0,2.0,0,0,0,1,0
"Series 9, Episode 8",9,8,Prue,Danish,Luke,M,30,0,,0,0,0,0,0
"Series 9, Episode 8",9,8,Prue,Danish,Manon,F,26,0,4.0,0,0,1,1,0
"Series 9, Episode 8",9,8,Prue,Danish,Rahul,M,30,0,5.0,0,0,0,1,1
"Series 9, Episode 8",9,8,Prue,Danish,Ruby,F,29,0,3.0,0,1,0,1,0
"Series 9, Episode 8",9,8,Prue,Danish,Terry,M,46,0,,0,0,0,0,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Antony,M,30,0,,0,0,0,0,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Briony,F,33,0,3.0,0,0,1,1,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Dan,M,36,0,,0,0,0,0,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Jon,M,47,0,,0,0,0,0,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Karen,F,60,0,,0,0,0,0,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Kim-Joy,F,27,0,2.0,0,0,0,1,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Luke,M,30,0,,0,0,0,0,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Manon,F,26,0,,0,0,0,0,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Rahul,M,30,0,4.0,0,0,0,1,1
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Ruby,F,29,0,1.0,0,1,0,1,0
"Series 9, Episode 9",9,9,Prue,Pâtisserie,Terry,M,46,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Antony,M,30,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Briony,F,33,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Dan,M,36,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Imelda,F,33,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Jon,M,47,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Karen,F,60,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Kim-Joy,F,27,0,1.0,0,0,1,1,0
"Series 9, Episode 10",9,10,Prue,Final,Luke,M,30,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Manon,F,26,0,,0,0,0,0,0
"Series 9, Episode 10",9,10,Prue,Final,Rahul,M,30,0,2.0,0,1,0,1,1
"Series 9, Episode 10",9,10,Prue,Final,Ruby,F,29,0,3.0,0,0,1,1,0
"Series 9, Episode 10",9,10,Prue,Final,Terry,M,46,0,,0,0,0,0,0
"Series 10, Episode 1",10,1,Prue,Cake,Alice,F,29,0,5.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Amelia,F,24,0,4.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Dan,M,32,0,10.0,0,0,1,1,0
"Series 10, Episode 1",10,1,Prue,Cake,David,M,36,0,9.0,0,0,0,1,1
"Series 10, Episode 1",10,1,Prue,Cake,Helena,F,40,0,12.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Henry,M,20,0,1.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Jamie,M,20,0,13.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Michael,M,26,0,11.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Michelle,F,35,0,6.0,0,1,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Phil,M,56,0,8.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Priya,F,34,0,7.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Rosie,F,28,0,2.0,0,0,0,1,0
"Series 10, Episode 1",10,1,Prue,Cake,Steph,F,28,0,3.0,0,0,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Alice,F,29,0,1.0,0,1,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Amelia,F,24,0,9.0,0,0,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Dan,M,32,0,,0,0,0,0,0
"Series 10, Episode 2",10,2,Prue,Biscuits,David,M,36,0,2.0,0,0,0,1,1
"Series 10, Episode 2",10,2,Prue,Biscuits,Helena,F,40,0,12.0,0,0,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Henry,M,20,0,6.0,0,0,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Jamie,M,20,0,11.0,0,0,1,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Michael,M,26,0,4.0,0,0,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Michelle,F,35,0,8.0,0,0,0,1,0
"Series 10, Episode 2",10,2,Prue,Biscuits,Phil,M,56,0,3.0,0,0,0,1,0
