,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
10178,2305,TIA MARGARITA INC,300 19th Ave,San Francisco,CA,94121,37.782124,-122.478425,"{'longitude': '-122.478425', 'latitude': '37.782124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155759274.0,2305_20171102,2017-11-02T00:00:00.000,88.0,Routine - Unscheduled,2305_20171102_103120,Moderate risk food holding temperature,Moderate Risk,26.0,6.0,2.0,11.0,55.0,29.0
10180,2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,San Francisco,CA,94127,37.725404,-122.462776,"{'longitude': '-122.462776', 'latitude': '37.725404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155728615.0,2808_20190103,2019-01-03T00:00:00.000,74.0,Routine - Unscheduled,2808_20190103_103142,Unclean nonfood contact surfaces,Low Risk,40.0,8.0,4.0,9.0,59.0,41.0
10190,5071,CAFE-ROSSO,1600 HOLLOWAY Ave,San Francisco,CA,94132,37.720851,-122.477084,"{'longitude': '-122.477084', 'latitude': '37.720851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155400923.0,5071_20190417,2019-04-17T00:00:00.000,98.0,Routine - Unscheduled,5071_20190417_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,14.0,8.0,4.0,1.0,64.0,16.0
10192,7214,SUN FAT SEAFOOD,2687 MISSION St,San Francisco,CA,94110,37.754094,-122.418586,"{'longitude': '-122.418586', 'latitude': '37.754094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155289339.0,7214_20171127,2017-11-27T00:00:00.000,87.0,Routine - Unscheduled,7214_20171127_103161,Low risk vermin infestation,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10193,7087,VALENCIA FARMER'S MARKET,1299 VALENCIA St,San Francisco,CA,94110,37.752162,-122.420585,"{'longitude': '-122.420585', 'latitude': '37.752162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155286863.0,7087_20170817,2017-08-17T00:00:00.000,90.0,Routine - Unscheduled,7087_20170817_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10200,1596,BURGERMEISTER,86 Carl St,San Francisco,CA,94117,37.765848,-122.449664,"{'longitude': '-122.449664', 'latitude': '37.765848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155564433.0,1596_20171201,2017-12-01T00:00:00.000,96.0,Routine - Unscheduled,1596_20171201_103144,Unapproved or unmaintained equipment or utensils,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
10203,4804,SUBWAY #31419,2599 SAN BRUNO Ave,San Francisco,CA,94134,37.728933,-122.40413,"{'longitude': '-122.40413', 'latitude': '37.728933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150540880.0,4804_20161206,2016-12-06T00:00:00.000,86.0,Routine - Unscheduled,4804_20161206_103150,Improper or defective plumbing,Low Risk,28.0,3.0,7.0,10.0,309.0,25.0
10208,2266,ALI BABA'S CAVE RESTAURANT,799 Valencia St,San Francisco,CA,94110,37.760164,-122.421334,"{'longitude': '-122.421334', 'latitude': '37.760164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155863054.0,2266_20170724,2017-07-24T00:00:00.000,86.0,Routine - Unscheduled,2266_20170724_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10210,24198,Olivo's Taqueria,1017 Larkin St,San Francisco,CA,94109,37.787288,-122.418389,"{'longitude': '-122.418389', 'latitude': '37.787288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155933019.0,24198_20170912,2017-09-12T00:00:00.000,85.0,Routine - Unscheduled,24198_20170912_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,21.0,9.0,10.0,13.0,28858.0,21.0
10213,70494,The Little Chihuahua Mexican Restaurant,581 VALENCIA St,San Francisco,CA,94110,37.763664,-122.421736,"{'longitude': '-122.421736', 'latitude': '37.763664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155207111.0,70494_20181205,2018-12-05T00:00:00.000,94.0,Routine - Unscheduled,70494_20181205_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,19.0,4.0,7.0,8.0,28859.0,20.0
10230,1362,RESTAURANTE FAMILIAR,4499 MISSION St,San Francisco,CA,94112,37.726402,-122.433476,"{'longitude': '-122.433476', 'latitude': '37.726402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155336100.0,1362_20160720,2016-07-20T00:00:00.000,84.0,Routine - Unscheduled,1362_20160720_103105,Improper cooling methods,High Risk,5.0,7.0,6.0,9.0,28861.0,7.0
10237,2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,San Francisco,CA,94103,37.765123,-122.417919,"{'longitude': '-122.417919', 'latitude': '37.765123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155626688.0,2326_20190225,2019-02-25T00:00:00.000,68.0,Routine - Unscheduled,2326_20190225_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,19.0,4.0,7.0,8.0,28859.0,20.0
10241,3727,ACE WASABI'S ROCK N ROLL SUSHI,3339 STEINER St,San Francisco,CA,94123,37.800215,-122.437834,"{'longitude': '-122.437834', 'latitude': '37.800215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155564903.0,3727_20160713,2016-07-13T00:00:00.000,84.0,Routine - Unscheduled,3727_20160713_103131,Moderate risk vermin infestation,Moderate Risk,17.0,9.0,1.0,13.0,57.0,13.0
10252,929,Cafe Ethiopia,878 Valencia St,San Francisco,CA,94110,37.758832,-122.421359,"{'longitude': '-122.421359', 'latitude': '37.758832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155319097.0,929_20180813,2018-08-13T00:00:00.000,89.0,Routine - Unscheduled,929_20180813_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,19.0,4.0,5.0,2.0,28859.0,20.0
10253,403,HAAGEN-DAZS #561,865 MARKET St,San Francisco,CA,94103,37.784317,-122.407563,"{'longitude': '-122.407563', 'latitude': '37.784317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155891550.0,403_20170925,2017-09-25T00:00:00.000,88.0,Routine - Unscheduled,403_20170925_103139,Improper food storage,Low Risk,34.0,2.0,9.0,12.0,28853.0,34.0
10264,7575,SUPER MIRA,1790 SUTTER St,San Francisco,CA,94115,37.786568,-122.429754,"{'longitude': '-122.429754', 'latitude': '37.786568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155926529.0,7575_20180718,2018-07-18T00:00:00.000,90.0,Routine - Unscheduled,7575_20180718_103147,Inadequate ventilation or lighting,Low Risk,27.0,9.0,11.0,13.0,29490.0,30.0
10269,36589,Catering With Style,2800 BRYANT St,San Francisco,CA,94110,37.749603,-122.408928,"{'longitude': '-122.408928', 'latitude': '37.749603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155201276.0,36589_20180604,2018-06-04T00:00:00.000,67.0,Routine - Unscheduled,36589_20180604_103114,High risk vermin infestation,High Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10274,65624,Tacko Shop,3115 Fillmore St,San Francisco,CA,94123,37.798273,-122.435774,"{'longitude': '-122.435774', 'latitude': '37.798273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155793534.0,65624_20180103,2018-01-03T00:00:00.000,92.0,Routine - Unscheduled,65624_20180103_103145,Improper storage of equipment utensils or linens,Low Risk,17.0,9.0,1.0,13.0,57.0,13.0
10281,62308,Sam's Diner,1220 Market Street,San Francisco,CA,94102,37.778497,-122.415146,"{'longitude': '-122.415146', 'latitude': '37.778497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155628590.0,62308_20171026,2017-10-26T00:00:00.000,86.0,Routine - Unscheduled,62308_20171026_103154,Unclean or degraded floors walls or ceilings,Low Risk,36.0,2.0,9.0,7.0,28852.0,36.0
10283,5033,DESTINATION BAKING COMPANY,598 Chenery St,San Francisco,CA,94131,37.734619,-122.432379,"{'longitude': '-122.432379', 'latitude': '37.734619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155460730.0,5033_20170822,2017-08-22T00:00:00.000,90.0,Routine - Unscheduled,5033_20170822_103131,Moderate risk vermin infestation,Moderate Risk,7.0,7.0,5.0,2.0,63.0,10.0
10296,63897,Bob's Donuts and Pastries,1621 Polk St,San Francisco,CA,94109,37.791914,-122.420984,"{'longitude': '-122.420984', 'latitude': '37.791914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155773141.0,63897_20170919,2017-09-19T00:00:00.000,94.0,Routine - Unscheduled,63897_20170919_103142,Unclean nonfood contact surfaces,Low Risk,21.0,9.0,10.0,13.0,28858.0,21.0
10301,7449,CHEVRON #1760,1298 HOWARD St,San Francisco,CA,94103,37.775314,-122.412819,"{'longitude': '-122.412819', 'latitude': '37.775314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155570290.0,7449_20171129,2017-11-29T00:00:00.000,98.0,Routine - Unscheduled,7449_20171129_103142,Unclean nonfood contact surfaces,Low Risk,34.0,2.0,9.0,8.0,28853.0,34.0
10307,5810,DENMAN MIDDLE SCHOOL,241 ONEIDA St,San Francisco,CA,94112,37.721825,-122.442876,"{'longitude': '-122.442876', 'latitude': '37.721825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155464535.0,5810_20190215,2019-02-15T00:00:00.000,91.0,Routine - Unscheduled,5810_20190215_103144,Unapproved or unmaintained equipment or utensils,Low Risk,25.0,7.0,6.0,9.0,28861.0,28.0
10309,557,TASTEBUDS,600 05th Ave,San Francisco,CA,94118,37.77721,-122.462874,"{'longitude': '-122.462874', 'latitude': '37.77721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155669292.0,557_20171018,2017-10-18T00:00:00.000,76.0,Routine - Unscheduled,557_20171018_103109,Unclean or unsanitary food contact surfaces,High Risk,11.0,6.0,2.0,11.0,54.0,11.0
10311,6003,JOSEPH LEE RECREATION CENTER,1395 MENDELL St,San Francisco,CA,94124,37.735232,-122.389694,"{'longitude': '-122.389694', 'latitude': '37.735232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155829040.0,6003_20180814,2018-08-14T00:00:00.000,89.0,Routine - Unscheduled,6003_20180814_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,1.0,3.0,8.0,10.0,58.0,1.0
10315,3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"{'longitude': '-122.418376', 'latitude': '37.751554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155280283.0,3623_20190417,2019-04-17T00:00:00.000,90.0,Routine - Unscheduled,3623_20190417_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10330,2374,BEAN BAG COFFEE HOUSE,601 DIVISADERO St,San Francisco,CA,94117,37.775184,-122.437864,"{'longitude': '-122.437864', 'latitude': '37.775184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155563634.0,2374_20180412,2018-04-12T00:00:00.000,80.0,Routine - Unscheduled,2374_20180412_103144,Unapproved or unmaintained equipment or utensils,Low Risk,10.0,5.0,11.0,15.0,29492.0,9.0
10335,4559,PACIFIC FOOD MART,2199 SUTTER St,San Francisco,CA,94115,37.785623,-122.436498,"{'longitude': '-122.436498', 'latitude': '37.785623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155612385.0,4559_20190308,2019-03-08T00:00:00.000,81.0,Routine - Unscheduled,4559_20190308_103145,Improper storage of equipment utensils or linens,Low Risk,13.0,6.0,11.0,13.0,29490.0,15.0
10343,10332,Harvest Urban Market,191 08th St,San Francisco,CA,94103,37.776384,-122.411684,"{'longitude': '-122.411684', 'latitude': '37.776384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155620805.0,10332_20160726,2016-07-26T00:00:00.000,77.0,Routine - Unscheduled,10332_20160726_103156,Permit license or inspection report not posted,Low Risk,34.0,2.0,9.0,8.0,28853.0,34.0
10345,1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751885,-122.418406,"{'longitude': '-122.418406', 'latitude': '37.751885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155282131.0,1021_20170912,2017-09-12T00:00:00.000,90.0,Routine - Unscheduled,1021_20170912_103120,Moderate risk food holding temperature,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10349,70838,Trattoria Da Vittorio,150 WEST PORTAL Ave,San Francisco,CA,94127,37.739223,-122.46766,"{'longitude': '-122.46766', 'latitude': '37.739223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150507976.0,70838_20181025,2018-10-25T00:00:00.000,90.0,Routine - Unscheduled,70838_20181025_103154,Unclean or degraded floors walls or ceilings,Low Risk,40.0,8.0,4.0,1.0,59.0,41.0
10351,3070,FLOWER MARKET CAFE,698 BRANNAN St,San Francisco,CA,94107,37.775664,-122.399999,"{'longitude': '-122.399999', 'latitude': '37.775664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155497162.0,3070_20190110,2019-01-10T00:00:00.000,77.0,Routine - Unscheduled,3070_20190110_103138,Improper storage use or identification of toxic substances,Low Risk,34.0,2.0,9.0,14.0,28856.0,34.0
10355,35591,The Monk's Kettle,3141 16TH St,San Francisco,CA,94103,37.764814,-122.422979,"{'longitude': '-122.422979', 'latitude': '37.764814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155869523.0,35591_20180109,2018-01-09T00:00:00.000,87.0,Routine - Unscheduled,35591_20180109_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,19.0,4.0,5.0,8.0,28859.0,20.0
10365,2266,ALI BABA'S CAVE RESTAURANT,799 Valencia St,San Francisco,CA,94110,37.760164,-122.421334,"{'longitude': '-122.421334', 'latitude': '37.760164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155863054.0,2266_20170724,2017-07-24T00:00:00.000,86.0,Routine - Unscheduled,2266_20170724_103154,Unclean or degraded floors walls or ceilings,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10368,61959,Expressions Snack Bar,Pier 41,San Francisco,CA,94133,37.808494,-122.412,"{'longitude': '-122.412', 'latitude': '37.808494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155670266.0,61959_20160620,2016-06-20T00:00:00.000,91.0,Routine - Unscheduled,61959_20160620_103103,High risk food holding temperature,High Risk,23.0,1.0,10.0,3.0,308.0,23.0
10369,32671,La Taqueria Guadalajara,3146 24th St,San Francisco,CA,94110,37.752512,-122.415109,"{'longitude': '-122.415109', 'latitude': '37.752512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155644892.0,32671_20170920,2017-09-20T00:00:00.000,86.0,Routine - Unscheduled,32671_20170920_103120,Moderate risk food holding temperature,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10376,3920,BOSTON MARKET,2300 16th St,San Francisco,CA,94103,37.765708,-122.409002,"{'longitude': '-122.409002', 'latitude': '37.765708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155867666.0,3920_20190102,2019-01-02T00:00:00.000,94.0,Routine - Unscheduled,3920_20190102_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,19.0,4.0,8.0,8.0,28853.0,20.0
10377,5847,John Muir Elementary School,380 Webster St,San Francisco,CA,94117,37.774046,-122.429076,"{'longitude': '-122.429076', 'latitude': '37.774046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155246335.0,5847_20180405,2018-04-05T00:00:00.000,90.0,Routine - Unscheduled,5847_20180405_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,10.0,9.0,11.0,7.0,28852.0,9.0
10383,63652,SFDH - Banquet Main Kitchen,450 Powell St 2nd Floor,San Francisco,CA,94102,37.788918,-122.408507,"{'longitude': '-122.408507', 'latitude': '37.788918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155397755.0,63652_20190212,2019-02-12T00:00:00.000,90.0,Routine - Unscheduled,63652_20190212_103157,Food safety certificate or food handler card not available,Low Risk,6.0,1.0,10.0,5.0,28852.0,8.0
10391,5827,HILLCREST ELEMENTARY SCHOOL,810 SILVER Ave,San Francisco,CA,94134,37.729016,-122.419253,"{'longitude': '-122.419253', 'latitude': '37.729016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155464722.0,5827_20170214,2017-02-14T00:00:00.000,96.0,Routine - Unscheduled,5827_20170214_103131,Moderate risk vermin infestation,Moderate Risk,5.0,3.0,7.0,9.0,309.0,7.0
10396,2750,HAMANO SUSHI,1332 CASTRO St,San Francisco,CA,94114,37.750778,-122.434065,"{'longitude': '-122.434065', 'latitude': '37.750778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155820825.0,2750_20170823,2017-08-23T00:00:00.000,84.0,Routine - Unscheduled,2750_20170823_103133,Foods not protected from contamination,Moderate Risk,22.0,4.0,5.0,2.0,28862.0,22.0
10400,3626,Beretta,1199 VALENCIA St,San Francisco,CA,94110,37.753823,-122.420786,"{'longitude': '-122.420786', 'latitude': '37.753823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155691199.0,3626_20171004,2017-10-04T00:00:00.000,89.0,Routine - Unscheduled,3626_20171004_103105,Improper cooling methods,High Risk,19.0,4.0,7.0,2.0,28859.0,20.0
10403,63082,The Brick Yard,1787 Union St,San Francisco,CA,94123,37.797933,-122.428627,"{'longitude': '-122.428627', 'latitude': '37.797933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14156677676.0,63082_20170512,2017-05-12T00:00:00.000,70.0,Routine - Unscheduled,63082_20170512_103154,Unclean or degraded floors walls or ceilings,Low Risk,17.0,9.0,1.0,13.0,57.0,13.0
10409,628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,San Francisco,CA,94115,37.786407,-122.440057,"{'longitude': '-122.440057', 'latitude': '37.786407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155774246.0,628_20180504,2018-05-04T00:00:00.000,74.0,Routine - Unscheduled,628_20180504_103120,Moderate risk food holding temperature,Moderate Risk,27.0,6.0,1.0,13.0,29490.0,30.0
