Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180355,0,12516,34917,227788,0,0,6244,7243,13487,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180355,0,12516,34866,227737,6302,0,5060,7293,18655,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Office Of The Chief Operating Officer,Deputy Chief Operating Officer,False,False,,68931,261144,,222942,0,0,4713,227655,28749,0,13428,13178,55355,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,119816,63691,28784,14839,227130,23952,0,0,17754,41706,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Office Of The City Auditor,City Auditor,False,False,,68931,261144,,218870,0,0,7907,226777,25948,0,13117,6943,46008,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,179142,0,12903,34654,226699,9589,0,4484,14269,28342,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Public Utilities,Public Utilities Director,False,False,,68931,261144,,213780,0,0,11973,225753,0,0,19668,1707,21375,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180355,0,12903,32291,225549,7505,0,4972,19379,31856,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer III,False,False,,87256,105435,,103645,87383,10947,23083,225058,0,0,4008,17754,21762,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,179142,0,12516,32282,223940,5965,0,5060,16354,27379,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Public Utilities,Assistant Deputy Chief Operating Officer,False,False,,68931,261144,,206388,0,12671,4692,223751,0,0,19669,16902,36571,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Development Services,Structural Engineering Senior,False,False,,85238,103043,,100854,82107,8200,32542,223703,15837,0,16778,14000,46615,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98712,98744,6736,18964,223156,17432,0,0,5267,22699,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98697,102170,1340,20862,223069,22054,0,0,17754,39808,3.0% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180355,0,12516,30079,222950,0,0,6244,14269,20513,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,97132,101374,7139,17139,222784,17783,0,0,15725,33508,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Marine Safety Lieutenant,False,False,,78270,94515,,89095,94723,6290,32257,222365,0,0,15828,18,15846,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,101400,67839,14809,38204,222252,25150,0,0,17754,42904,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180347,0,12516,29219,222082,0,0,6243,19379,25622,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,46280,132469,4477,38737,221963,20358,0,0,20750,41108,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,City Attorney,Assistant City Attorney,False,False,,81037,323606,,204281,0,12408,5158,221847,0,0,20422,15546,35968,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,City Attorney,Assistant City Attorney,False,False,,81037,323606,,204281,0,12238,4943,221462,0,0,15940,17500,33440,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,56861,156722,840,6734,221157,17904,0,0,20750,38654,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,119834,65775,11392,24153,221154,25914,0,0,17754,43668,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,47305,146531,6039,20852,220727,20077,0,0,6887,26964,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,66567,121261,3856,28994,220678,0,0,2981,18250,21231,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Information Technology,Department Director,False,False,,68931,261144,,204790,0,12936,2918,220644,29343,0,2176,21136,52655,1.0% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180363,0,12516,27707,220586,18941,0,2930,19379,41250,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,80355,100899,4597,34496,220347,713,0,3022,5218,8953,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98698,104546,1990,14577,219811,19832,0,0,17461,37293,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Prevention Inspector II,False,False,,67371,81453,,77566,91449,432,50167,219614,0,0,24131,20750,44881,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,90480,109491,,107726,77310,0,34567,219603,0,0,4342,18250,22592,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,65371,121624,1887,30308,219190,21879,0,0,20750,42629,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Helicopter Pilot,False,False,,77626,93954,,86461,89063,20601,22971,219096,21594,0,0,7829,29423,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180355,0,12516,25978,218849,35423,0,0,19379,54802,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98712,73546,10690,35769,218717,21964,0,0,0,21964,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Office Of The Mayor,Mayor,True,False,,225074,225074,,218759,0,0,-81,218678,74072,0,6563,14914,95549,3.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,82764,80465,10469,44896,218594,22072,0,0,20750,42822,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,65057,128898,2365,22243,218563,20914,0,0,20750,41664,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Detective,False,False,,87256,105435,,103630,83458,7032,24271,218391,0,0,3588,628,4216,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,47924,161488,1650,7019,218081,17920,0,0,20750,38670,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Storm water,Department Director,False,False,,68931,261144,,195521,0,11782,10564,217867,25551,0,12542,7293,45386,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180355,0,12516,24820,217691,35423,0,0,19379,54802,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,114396,86584,0,16536,217516,23798,0,0,15921,39719,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,115731,67806,10302,23600,217439,27786,0,0,246,28032,3.0% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,174232,0,12516,30375,217123,32288,0,0,13488,45776,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,73473,100587,7756,34900,216716,19246,0,0,20750,39996,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Development Services,Structural Engineering Senior,False,False,,85238,103043,,98825,67580,8113,42189,216707,0,0,16750,229,16979,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180697,0,12516,23218,216431,1283,0,6019,19379,26681,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,City Attorney,City Attorney,True,False,,225074,225074,,218759,0,0,-2560,216199,74072,0,13080,21500,108652,3.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,119834,65833,8805,21428,215900,0,0,4459,12644,17103,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,80257,100971,1250,33276,215754,19652,0,0,8418,28070,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,69522,95925,0,50162,215609,20678,0,0,20750,41428,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,179142,0,12320,24071,215533,31824,0,0,19379,51203,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,64210,123213,0,28098,215521,18321,0,0,20750,39071,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Department Of Finance,Department Director,False,False,,68931,261144,,198510,0,12188,4252,214950,20744,0,12747,17868,51359,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,City Attorney,Assistant City Attorney,False,False,,81037,323606,,204281,0,0,10442,214723,30221,0,12359,8446,51026,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,61288,95688,2599,54963,214538,19120,0,0,12841,31961,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Development Services,Structural Engineering Senior,False,False,,85238,103043,,100854,77452,8113,27806,214225,18023,0,12961,22000,52984,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180347,0,12516,21219,214082,0,0,6243,14269,20512,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,74715,113611,0,25655,213981,18330,0,0,20750,39080,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,86852,87243,0,39788,213883,19862,0,0,8446,28308,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,163390,0,11961,38014,213365,30360,0,0,0,30360,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,52611,140710,17,19510,212848,20022,0,0,20750,40772,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,50235,152933,140,9427,212735,0,0,3077,20750,23827,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,90480,109491,,100200,71865,130,40479,212674,0,0,4070,8418,12488,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Debt Management,Department Director,False,False,,68931,261144,,186843,0,11471,13465,211779,0,0,17697,0,17697,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180355,0,5607,25785,211747,9513,0,4350,19379,33242,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98698,89643,6789,16461,211591,20670,0,0,17754,38424,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,50763,131316,0,29316,211395,16698,0,0,14787,31485,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98682,96734,272,15532,211220,19344,0,0,17754,37098,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55-No COL Ben,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Development Services,Development Services Director,False,False,,68931,261144,,203600,0,9808,-2201,211207,25035,0,12560,21093,58688,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,City Attorney,Assistant City Attorney,False,False,,81037,323606,,202043,0,12921,-3789,211175,22624,0,12401,16250,51275,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Planning,Planning Director,False,False,,68931,261144,,190103,0,11671,9380,211154,0,0,18563,6893,25456,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Engineering & Capital Projects,Department Director,False,False,,68931,261144,,195521,0,12004,3600,211125,21830,0,12555,17868,52253,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,57700,129971,4308,19118,211097,18167,0,0,20750,38917,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,119816,62192,8548,20347,210903,24496,0,0,17754,42250,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,180355,0,0,29805,210160,0,0,6244,15210,21454,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,56747,149603,1538,2207,210095,0,0,3140,20750,23890,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,40291,119016,17640,32552,209499,19806,0,0,5389,25195,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,City Attorney,Deputy City Attorney,False,False,,19760,226637,,188330,0,11494,9067,208891,28659,0,2041,7899,38599,1.0% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,53467,132165,0,23019,208651,17367,0,0,20750,38117,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,90480,109491,,108019,58566,8455,33007,208047,22863,0,0,20750,43613,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,64584,117680,0,25569,207833,10376,0,1742,20750,32868,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,90480,109491,,72393,122353,0,13040,207786,19488,0,0,20750,40238,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Office Of The Mayor,Assistant Chief Operating Officer,False,False,,81037,323606,,203600,0,0,4011,207611,27050,0,6041,20006,53097,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,City Attorney,Deputy City Attorney,False,False,,19760,226637,,193409,0,9639,4432,207480,26185,0,12552,13894,52631,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,51917,122390,7808,25091,207206,18620,0,0,20750,39370,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,118698,66227,0,21956,206881,25007,0,0,17754,42761,3.0% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,80333,69867,9092,47422,206714,19258,0,0,17461,36719,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,49341,136738,2064,18462,206605,17762,0,0,1707,19469,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,83070,75203,8722,39469,206464,19096,0,0,547,19643,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,62352,124739,0,19030,206121,19050,0,0,20750,39800,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Lieutenant,False,False,,129002,154440,,150752,0,11026,43435,205213,8434,0,3831,0,12265,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98712,71055,921,34201,204889,19215,0,0,10959,30174,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,49882,114617,5483,34793,204775,0,0,22558,20750,43308,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Detective,False,False,,87256,105435,,101618,48589,48745,5671,204623,0,0,3518,16962,20480,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,93558,91186,1332,17617,203693,17115,0,0,107,17222,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,60893,121358,7619,13670,203540,20526,0,0,20750,41276,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,119816,53977,0,29510,203303,26023,0,0,5938,31961,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Lieutenant,False,False,,129002,154440,,151795,0,10859,40503,203157,0,0,5417,156,5573,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98697,64080,12641,27346,202764,0,0,3417,0,3417,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Personnel,Personnel Director,False,False,,38501,229965,,187715,0,11525,3523,202763,24532,0,11854,14404,50790,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Detective,False,False,,87256,105435,,103630,62037,7532,29327,202526,23165,0,0,5532,28697,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,59436,120786,4893,17398,202513,18689,0,0,20750,39439,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,54604,136322,0,11475,202401,16208,0,0,20750,36958,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Detective,False,False,,87256,105435,,103645,78087,0,20589,202321,0,0,3709,6887,10596,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,119816,49832,8681,23958,202287,2944,0,3838,7293,14075,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,58436,111166,0,32523,202125,0,0,22234,20750,42984,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Captain,False,False,,153192,183498,,157222,0,10859,33887,201968,30086,0,0,13264,43350,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,53207,135972,0,12620,201799,17811,0,0,20750,38561,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer III,False,False,,87256,105435,,103107,69775,561,28200,201643,20007,0,0,0,20007,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Fighter II,False,False,,57429,69326,,34098,160288,0,7242,201628,0,0,22179,15866,38045,N/A,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,90480,109491,,82661,90922,1024,26719,201326,20912,0,0,6163,27075,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Office Of The City Auditor,Assistant City Auditor,False,False,,38501,229965,,195521,0,0,5792,201313,0,0,17790,13693,31483,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,63908,114059,42,23215,201224,0,0,3599,15000,18599,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,57348,133347,0,10471,201166,16558,0,0,20750,37308,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Detective,False,False,,87256,105435,,103630,71578,13601,11754,200563,0,0,3698,17754,21452,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,92700,64316,10571,32885,200472,22281,0,0,20750,43031,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,60100,79556,7532,53008,200196,20454,0,0,17754,38208,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Detective,False,False,,87256,105435,,103630,78666,6712,11108,200116,21054,0,0,17754,38808,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98712,73709,7576,20049,200046,18705,0,0,7007,25712,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,112783,48470,16072,22685,200010,19791,0,797,11519,32107,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Risk Management,Risk Management Director,False,False,,35214,193066,,179224,0,11004,9634,199862,22038,0,11509,7243,40790,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,51687,103416,63,44643,199809,18692,0,0,8857,27549,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Engineering & Capital Projects,Senior Traffic Engineer,False,False,,85238,103043,,100814,56835,8113,33610,199372,17557,0,11894,11978,41429,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Captain,False,False,,77626,93954,,70655,110574,652,17329,199210,18686,0,0,20750,39436,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,114560,47892,12975,23646,199073,24458,0,0,17754,42212,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,77454,83421,154,37790,198819,16884,0,0,9450,26334,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Parks & Recreation,Park & Recreation Director,False,False,,68931,261144,,173796,0,10375,14570,198741,19405,0,11135,0,30540,2.5% @ 55,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Sergeant,False,False,,100838,121909,,119816,54962,4355,19545,198678,22793,0,0,5012,27805,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,67371,81453,,45408,143132,0,9884,198424,0,0,2783,1514,4297,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
2021,City,San Diego,Police,Police Officer II,False,False,,83096,100422,,98712,86248,2280,11109,198349,17946,0,0,17754,35700,3.0% @ 50,www.sandiego.gov,1374790,06/28/2022,San Diego,,False,
